Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Safflower,2017,Rabi       ,Karnataka,33701,30342,1111.7,5305885.44,12806.38,0.714615385
Sannhamp,2017,Whole Year ,Karnataka,348,87,1111.7,54789.12,132.24,0.21
Sesamum,2017,Kharif     ,Karnataka,35612,31244,1111.7,5606753.28,13532.56,0.915862069
Small millets,2017,Kharif     ,Karnataka,34463,25038,1111.7,5425854.72,13095.94,0.832727273
Soyabean,2017,Kharif     ,Karnataka,276536,423142,1111.7,43537827.84,105083.68,1.406
Sugarcane,2017,Whole Year ,Karnataka,400000,37460951,1111.7,62976000,152000,91.89956522
Sunflower,2017,Kharif     ,Karnataka,111388,112325,1111.7,17536926.72,42327.44,0.952173913
Sunflower,2017,Rabi       ,Karnataka,57696,33635,1111.7,9083658.24,21924.48,0.926875
Sunflower,2017,Summer     ,Karnataka,4014,4831,1111.7,631964.16,1525.32,1.3175
Sweet potato,2017,Whole Year ,Karnataka,2766,35891,1111.7,435479.04,1051.08,12.25
Tapioca,2017,Whole Year ,Karnataka,731,6116,1111.7,115088.64,277.78,8.602
Tobacco,2017,Whole Year ,Karnataka,95371,89191,1111.7,15015210.24,36240.98,1.01
Turmeric,2017,Whole Year ,Karnataka,19339,122764,1111.7,3044732.16,7348.82,6.2215
Urad,2017,Kharif     ,Karnataka,132397,64138,1111.7,20844583.68,50310.86,0.377
Urad,2017,Rabi       ,Karnataka,3179,1418,1111.7,500501.76,1208.02,0.4825
Urad,2017,Summer     ,Karnataka,992,523,1111.7,156180.48,376.96,0.48875
Wheat,2017,Rabi       ,Karnataka,193338,219087,1111.7,30439134.72,73468.44,1.065333333
Arecanut,2017,Whole Year ,Kerala,94580,108516,2664.8,14890675.2,35940.4,0.850714286
Arhar/Tur,2017,Whole Year ,Kerala,207,323,2664.8,32590.08,78.66,1.56
Banana,2017,Whole Year ,Kerala,62108,565829,2664.8,9778283.52,23601.04,8.570714286
Black pepper,2017,Whole Year ,Kerala,85141,37955,2664.8,13404599.04,32353.58,0.335
Cardamom,2017,Whole Year ,Kerala,39080,18350,2664.8,6152755.2,14850.4,0.11
Cashewnut,2017,Whole Year ,Kerala,39720,25629,2664.8,6253516.8,15093.6,0.33
Coconut ,2017,Whole Year ,Kerala,760443,5230000000,2664.8,119724145.9,288968.34,6400.547143
Cotton(lint),2017,Whole Year ,Kerala,84,132,2664.8,13224.96,31.92,1.57
